batch_size,context_length,heads_per_program,num_warps,num_programs,kv_read_factor,production_median_ms,grouped_median_ms,speedup,production_gbps,grouped_gbps,max_abs_error,status,error
4,12288,3,8,16,2,1.2988960146903992,2.6628479957580566,0.48778451370846304,232.4973551266006,37.80286976964424,1.52587890625e-05,ok,
4,12288,6,4,8,1,1.2988960146903992,4.940111875534058,0.2629284614227446,232.4973551266006,10.188361978049095,1.52587890625e-05,ok,
4,12288,6,8,8,1,1.2988960146903992,4.593775987625122,0.28275127437415576,232.4973551266006,10.95648724177783,1.52587890625e-05,ok,
4,16384,1,4,48,6,1.717631995677948,1.6944800019264221,1.0136631850037798,234.42343005555918,237.62640074962894,7.62939453125e-06,ok,
4,16384,1,8,48,6,1.717631995677948,1.540399968624115,1.115055849561031,234.42343005555918,261.3952169576125,7.62939453125e-06,ok,
4,16384,2,4,24,3,1.717631995677948,2.696911931037903,0.6368884263183632,234.42343005555918,74.65078473011899,7.62939453125e-06,ok,
4,16384,2,8,24,3,1.717631995677948,2.450048089027405,0.7010605234119287,234.42343005555918,82.17250628738498,7.62939453125e-06,ok,
4,16384,3,4,16,2,1.717631995677948,3.847663998603821,0.44640904099246065,234.42343005555918,34.88291286575511,7.62939453125e-06,ok,
4,16384,3,8,16,2,1.717631995677948,3.536303997039795,0.48571389708457213,234.42343005555918,37.954239260072754,7.62939453125e-06,ok,
4,16384,6,4,8,1,1.717631995677948,6.573408126831055,0.26130006878273565,234.42343005555918,10.209143066300406,7.62939453125e-06,ok,
4,16384,6,8,8,1,1.717631995677948,6.113968133926392,0.2809357127896714,234.42343005555918,10.976318902876368,7.62939453125e-06,ok,
